,index_sql,q10_part_1,q10_part_2,q10_part_3,q10_part_4,q10_part_5,q10_part_6,q10_part_7,q10_part_8,q10_part_9,q10_part_10,q10_part_11,q10_part_12,q10_part_13,q10_part_14,q10_part_15,q10_part_16,q10_other
25064,25065,,,,,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
25065,25066, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25066,25067,,,,,,,,,,,,,,,,None,
25067,25068,,,,,,,,,,,,,,,,None,
25068,25069,,Colab Notebooks,,,,,,,,,,,,,,,
25069,25070,,,,,,,,,,,,,,,,None,
25070,25071,,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
25071,25072,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25072,25073,,Colab Notebooks,,,,,,,,,,,,,,,
25073,25074, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
25074,25075, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25075,25076, Kaggle Notebooks,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25076,25077,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25077,25078,,,,,,,,,,,,,,,,None,
25078,25079,,,,,,,,,,,,,,,,None,
25079,25080,,,,,,,,,,,,,,,,None,
25080,25081,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25081,25082,,,,,,,,,,,,,,,,None,
25082,25083,,,,,,,,,,,,,,,,,
25083,25084,,Colab Notebooks,,,,,,,,,,,,,,,
25084,25085,,,,,,,,,,,,,,,,None,
25085,25086, Kaggle Notebooks,,,,,,,,,,,,,,,,
25086,25087, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25087,25088, Kaggle Notebooks,,,,,,,,,,, Databricks Collaborative Notebooks , Zeppelin / Zepl Notebooks ,,,,
25088,25089, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25089,25090, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25090,25091, Kaggle Notebooks,,,,,,,,,,,,,,,,
25091,25092,,,,,,,,,,,,,,,,None,
25092,25093,,,,,,,,,,,,,,,,None,
25093,25094, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25094,25095,,Colab Notebooks,,,,,,,,,,,,,,,
25095,25096, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25096,25097,,Colab Notebooks,,,,,,,,,,,,,,,
25097,25098,,,Azure Notebooks,,,,,,,,,,,,,,
25098,25099,,,,,,,,,,,Google Cloud Datalab,,,,,,
25099,25100, Kaggle Notebooks,,,,,,,,,,,,,,,,
25100,25101,,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks , Amazon EMR Notebooks ,,,,,,,,
25101,25102,,Colab Notebooks,,,,,,,,,,,,,,,
25102,25103,,,,,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
25103,25104, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25104,25105,,,,,,,,,,,,,,,,None,
25105,25106,,,,,,,,,,,,,,,,None,
25106,25107,,Colab Notebooks,,,,,,,,,,,,,,,
25107,25108,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25108,25109,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25109,25110,,Colab Notebooks,,,,,,,,,,,,,,,
25110,25111,,Colab Notebooks,,,,,,,,,,,,,,,
25111,25112, Kaggle Notebooks,,, Paperspace / Gradient ,,,,, Amazon EMR Notebooks ,,,,,,,,
25112,25113,,Colab Notebooks,,,,,,,,,,,,,,,
25113,25114,,,,,,,,,,,,,,,,None,
25114,25115,,,,,,,,,,,,,,,,None,
25115,25116,,Colab Notebooks,,,,,,,,,,,,,,,
25116,25117,,Colab Notebooks,,,,, IBM Watson Studio ,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25117,25118, Kaggle Notebooks,,,,,,,,,,,,,,,,
25118,25119, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25119,25120,,Colab Notebooks,,,,,,,,,,,,,,,
25120,25121,,,Azure Notebooks,,,,,, Amazon EMR Notebooks ,,Google Cloud Datalab,,,,,,
25121,25122,,,Azure Notebooks,,,,, Amazon Sagemaker Studio Notebooks ,,,, Databricks Collaborative Notebooks ,,,,,
25122,25123,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25123,25124,,,,,,,,,,,,,,,,None,
25124,25125, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25125,25126,,,,,,,,,,,,,,,,None,
25126,25127,,,,,,,,,,,,,,,,,
25127,25128, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25128,25129,,,,,,,,,,,Google Cloud Datalab,,,,,,
25129,25130,,Colab Notebooks,,,,,,,,,,,,,,,
25130,25131,,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
25131,25132, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,, IBM Watson Studio ,,,,,,,,,,
25132,25133,,,,,,,,,,,,,,,,,
25133,25134, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25134,25135,,,,,,,,,,,,,,,,,
25135,25136,,Colab Notebooks,,,,,,,,,,,,,,,
25136,25137, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25137,25138,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25138,25139,,,,,,,,,,,,,,,,None,
25139,25140, Kaggle Notebooks,,,,,,,,,,,,,,,,
25140,25141, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25141,25142,,,,,,,,,,,,,,,,None,
25142,25143,,,,,,,,,,,,,,,,None,
25143,25144,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25144,25145,,,,,,,,,,,,,,,,None,
25145,25146,,,,,,,,,,,,,,,,,
25146,25147,,,,,,,,,,,,,,,,None,
25147,25148,,Colab Notebooks,,,,,,,,,,,,,,,
25148,25149,,Colab Notebooks,,,,,,,,,,,,,,,
25149,25150, Kaggle Notebooks,,,,,,,,,,,,,,,,
25150,25151, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,, Deepnote Notebooks ,,,
25151,25152, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,, IBM Watson Studio ,,,,,,,,,,
25152,25153, Kaggle Notebooks,Colab Notebooks,Azure Notebooks, Paperspace / Gradient , Binder / JupyterHub , Code Ocean , IBM Watson Studio , Amazon Sagemaker Studio Notebooks , Amazon EMR Notebooks ,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab, Databricks Collaborative Notebooks , Zeppelin / Zepl Notebooks , Deepnote Notebooks , Observable Notebooks ,,
25153,25154, Kaggle Notebooks,,,,,,,,,,,,,,,,
25154,25155,,Colab Notebooks,,,,,,,,,,,,,,,
25155,25156,,Colab Notebooks,,,,,,,,,,,,,,,
25156,25157,,Colab Notebooks,,,,,,,,,,,,,,,
25157,25158,,,,,,,,,,,,,,,,,
25158,25159,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25159,25160, Kaggle Notebooks,,,,,,,,,,,,,,,,
25160,25161, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25161,25162,,,,,,,,,,,,,,,,None,
25162,25163, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25163,25164,,,,,,,,,,,,,,,,None,
25164,25165, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25165,25166,,,,,,,,,,,,,,,,None,
25166,25167, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25167,25168, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25168,25169, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25169,25170,,,,,,,,,,,,,,,,None,
25170,25171,,Colab Notebooks,Azure Notebooks,,,,,,,,,,,,,,
25171,25172,,,,,,,,,,,,,,,,None,
25172,25173,,,,,,,,,,,,,,,,None,
25173,25174,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25174,25175,,Colab Notebooks,,,,,,,,,,,,,,,
25175,25176, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25176,25177,,,,,,,,,,,,,,,,None,
25177,25178, Kaggle Notebooks,,,,,,,,,,,,,,,,
25178,25179,,,,,,,,,,,,,,,,None,
25179,25180, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25180,25181, Kaggle Notebooks,,,,,,,,,,,,,,,,
25181,25182,,,,,,,,,,,,,,,,None,
25182,25183, Kaggle Notebooks,,,,,,,,,,,,,,,,
25183,25184,,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
25184,25185,,,,,,,,,,,,,,,,None,
25185,25186, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25186,25187,,Colab Notebooks,,,,,,,,,,,,,,,
25187,25188,,Colab Notebooks,,,,,,,,,,,,,,,
25188,25189, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,,,,,,,
25189,25190, Kaggle Notebooks,,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
25190,25191,,Colab Notebooks,,,,,,,,,,,,,,,
25191,25192,,,,,,,,,,,,,,,,None,
25192,25193, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,, Deepnote Notebooks ,,,
25193,25194, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
25194,25195, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25195,25196,,Colab Notebooks,,,,,,,,,,,,,,,
25196,25197, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25197,25198,,,,,,,,,,,,,,,,None,
25198,25199,,,,,,,,,,,,,,,,,
25199,25200, Kaggle Notebooks,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
25200,25201,,,,,,,,,,,,,,,,None,
25201,25202, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25202,25203, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,, Amazon EMR Notebooks ,,,,,,,,
25203,25204,,,,,,,,,,,Google Cloud Datalab,,,,,,
25204,25205, Kaggle Notebooks,,Azure Notebooks,,,,,,,,,,,,,,
25205,25206,,,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
25206,25207, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25207,25208, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25208,25209, Kaggle Notebooks,,,,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
25209,25210, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,, IBM Watson Studio ,, Amazon EMR Notebooks ,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25210,25211,,,,,,,,,,,,,,,,None,
25211,25212,,,Azure Notebooks,,,,, Amazon Sagemaker Studio Notebooks ,,,Google Cloud Datalab,,,,,,
25212,25213,,,,,,,,,,,,,,,,None,
25213,25214, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25214,25215,,Colab Notebooks,,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25215,25216,,,,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25216,25217, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25217,25218,,,,,,,,,,,,,,,,None,
25218,25219,,Colab Notebooks,,,,,,,,,,,,,,,
25219,25220,,Colab Notebooks,,,,,,,,,,,,,,,
25220,25221,,,,,,,,,,,,,,,,,
25221,25222,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25222,25223,,,,,,,,,,,,,,,,None,
25223,25224,,,,,,,,,,,,,,,,None,
25224,25225,,Colab Notebooks,,,,,,,,,,,,,,,
25225,25226,,,,,,,,,,,,,,,,None,
25226,25227,,Colab Notebooks,,,,,,, Amazon EMR Notebooks ,,,,,,,,
25227,25228, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25228,25229, Kaggle Notebooks,,,,,,,,,,,,,,,,
25229,25230,,Colab Notebooks,,,,,,,,,,,,,,,
25230,25231,,,,,,,,,,,,,,,,None,
25231,25232,,,,,,,,,,,,,,,,None,
25232,25233, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
25233,25234,,,,,,,,,,,,,,,,None,
25234,25235,,,,,,,,,,,,,,,,,
25235,25236,,,,,,,,,,,,,,,,None,
25236,25237, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
25237,25238,,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
25238,25239,,,,,,,,,,,,,,,,None,
25239,25240,,Colab Notebooks,,,,,,,,,,,,,,,
25240,25241, Kaggle Notebooks,,,,,,,,,,,,,,,,
25241,25242, Kaggle Notebooks,,,,,,,,,,,,,,,,
25242,25243,,Colab Notebooks,,,,,,,,,,,,,,,
25243,25244,,,,,,,,,,,,,,,,None,
25244,25245,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25245,25246,,,,,,,,,,,, Databricks Collaborative Notebooks ,,, Observable Notebooks ,,
25246,25247,,,,,,,,,,,Google Cloud Datalab,,,, Observable Notebooks ,,
25247,25248,,,,,,,,,,,,,,,,None,
25248,25249,,,,,,, IBM Watson Studio ,,,,,,,,,,
25249,25250,,,,, Binder / JupyterHub ,,,,,,, Databricks Collaborative Notebooks ,,,,,
25250,25251,,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
25251,25252, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25252,25253,,Colab Notebooks,,,,,,,,,,,,,,,
25253,25254, Kaggle Notebooks,,,,,,,,,,,,,,,,
25254,25255, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25255,25256,,,,,,,,,,,,,,,,None,
25256,25257,,,,,,,,,,,,,,,,None,
25257,25258,,,,,,,,,,,,,,,,None,
25258,25259,,Colab Notebooks,,,,,,,,,,,,,,,
25259,25260,,,,,,,,,,,,,,,,None,
25260,25261, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25261,25262,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25262,25263, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,,,,,,,
25263,25264,,,,,,,,,,,,,,,,,
25264,25265,,,,,,,,,,,,,,,,None,
25265,25266,,,,,,,,,,,,,,,,None,
25266,25267, Kaggle Notebooks,,Azure Notebooks,,,,, Amazon Sagemaker Studio Notebooks , Amazon EMR Notebooks ,,,,,,,,
25267,25268, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
25268,25269, Kaggle Notebooks,,,,,,,,,,,,,,,,
25269,25270, Kaggle Notebooks,,,,,,,,,,,,,,,,
25270,25271,,,,,,,,,,,,,,,,None,
25271,25272,,,,,,,,,,,,,,,,None,
25272,25273, Kaggle Notebooks,,,,,,,,,,,,,,,,
25273,25274,,Colab Notebooks,,,,,,,,,,,,,,,
25274,25275, Kaggle Notebooks,,,,,,,,,,,,,,,,Other
25275,25276,,Colab Notebooks,,,,,,,,,,,,,,,
25276,25277, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25277,25278,,,,,,,,,,,,,,,,None,
25278,25279,,,,,,,,, Amazon EMR Notebooks ,,,,,,,,
25279,25280,,,,,,,,,,,,,,,,,Other
25280,25281,,,,,,,,,,,,,,,,None,
25281,25282,,,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
25282,25283, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25283,25284,,,Azure Notebooks,,,,,,,,,,,,,,
25284,25285,,,,,,,,,,,,,,,,None,
25285,25286,,,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
25286,25287,,,,,,,,,,,,,,,,None,
25287,25288,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25288,25289,,Colab Notebooks,,,,,,,,,,,,,,,
25289,25290,,Colab Notebooks,,,,,,,,,,,,,,,
25290,25291, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25291,25292,,,,,,,,,,,,,,,,None,
25292,25293,,,,,,,,,,,,,,,,None,
25293,25294, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25294,25295,,,,,,,,,,,,,,,,None,
25295,25296, Kaggle Notebooks,,,,,,,,,,,,,,,,
25296,25297, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
25297,25298, Kaggle Notebooks,,,,,,,,,,,,,,,,
25298,25299,,,Azure Notebooks,, Binder / JupyterHub ,,,,,,,,,,,,
25299,25300,,,,,,,,,,,,,,,,None,
25300,25301, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25301,25302,,,,,,,,,,,,,,,,None,
25302,25303,,,,,,,,,,,,,,,,None,
25303,25304, Kaggle Notebooks,,,,,,,,,,,,,,,,
25304,25305,,Colab Notebooks,,,,,,,,,,,,,,,
25305,25306,,,,,,,,,,,,,,,,,
25306,25307,,Colab Notebooks,,,,,,,,,,,,,,,
25307,25308, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,, Binder / JupyterHub ,, IBM Watson Studio ,,,,Google Cloud Datalab,,,,,,
25308,25309, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25309,25310,,,,,,,,,,,,,,,,,Other
25310,25311,,Colab Notebooks,,,,,,,,,,,,,,,
25311,25312, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25312,25313,,,,,,,,,,,,,,,,None,
25313,25314,,,,,,,,,,,,,,,,None,
25314,25315,,,,,,,,,,,,,,,,None,
25315,25316,,Colab Notebooks,,,,,,,,,,,,,,,
25316,25317, Kaggle Notebooks,,,,,,,,,,,,,,,,
25317,25318, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,Other
25318,25319,,,,,,,,,,,,,,,,,
25319,25320,,,,,,,,,,,,,,,,,Other
25320,25321,,,,,,,,,,,,,,,,None,
25321,25322, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25322,25323,,Colab Notebooks,,,,,,,,,,,,,,,
25323,25324,,,,,,,,,,,,,,,,None,
25324,25325,,,,,,,,,,,,,,,,None,
25325,25326, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
25326,25327, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25327,25328,,,Azure Notebooks, Paperspace / Gradient , Binder / JupyterHub ,,,, Amazon EMR Notebooks ,Google Cloud Notebooks (AI Platform / Vertex AI) ,,, Zeppelin / Zepl Notebooks ,,,,
25328,25329,,,,,,,,,,,,,,,,None,
25329,25330, Kaggle Notebooks,,,,,,,,,,,,,,,,
25330,25331,,Colab Notebooks,,,,,,,,,,,,,,,
25331,25332,,,,,,,,,,,,,,,,None,
25332,25333, Kaggle Notebooks,,,,,,,, Amazon EMR Notebooks ,,,,,,,,
25333,25334,,Colab Notebooks,,,,,,,,,,,,,,,
25334,25335,,,,,,,,,,,,,,,,None,
25335,25336,,,,,,,,,,,,,,,,None,
25336,25337,,Colab Notebooks,,,,,,,,,,,,,,,
25337,25338, Kaggle Notebooks,,,,,,,, Amazon EMR Notebooks ,,,,,,,,
25338,25339,,,,,,,,,,,,,,,,None,
25339,25340,,,,,,,,,,,,,,,,,
25340,25341, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,Google Cloud Datalab, Databricks Collaborative Notebooks ,,,,,
25341,25342,,Colab Notebooks,,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25342,25343,,Colab Notebooks,,,,,,,,,,,,,,,
25343,25344, Kaggle Notebooks,,,,,,,,,,,,, Deepnote Notebooks ,,,
25344,25345,,,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
25345,25346, Kaggle Notebooks,,,,,,,,,,,,,,,,
25346,25347,,,,,,,,,,,,,,,,None,
25347,25348,,,,,,,,,,,,,,,,None,
25348,25349,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25349,25350, Kaggle Notebooks,,,,,,,,,,,,,,,,
25350,25351,,,,, Binder / JupyterHub ,, IBM Watson Studio ,,,,,,,,,,
25351,25352, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25352,25353,,,,,,,,,,,,,,,,None,
25353,25354,,,,,,,,,,,,,,,,None,
25354,25355,,Colab Notebooks,,,,,,,,,,,,,,,
25355,25356, Kaggle Notebooks,,,,,,,,,,,,,,,,
25356,25357,,,,,,,,, Amazon EMR Notebooks ,,,,,,,,
25357,25358,,,,,,,,,,,Google Cloud Datalab,,,,,,
25358,25359, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25359,25360,,,,,,,,,,,,,,,,None,
25360,25361,,,,,,,,,,,,,,,,None,
25361,25362,,Colab Notebooks,,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,, Deepnote Notebooks ,,,
25362,25363,,,,,,,,,,,Google Cloud Datalab,,,,,,
25363,25364,,,,,,,,,,,,,,,,,Other
25364,25365,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25365,25366, Kaggle Notebooks,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
25366,25367,,,,,,,,,,,,,,,,None,
25367,25368,,Colab Notebooks,,,,,,,,,,,,,,,
25368,25369,,,,,,,,,,,,,,,,,
25369,25370,,,,,,,,,,,,,,,,None,
25370,25371, Kaggle Notebooks,,Azure Notebooks,,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
25371,25372,,,,,,,,,,,,,,,,None,
25372,25373, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25373,25374,,Colab Notebooks,Azure Notebooks,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25374,25375,,,,, Binder / JupyterHub ,, IBM Watson Studio ,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25375,25376,,Colab Notebooks,,,,,,,,,,,,,,,
25376,25377,,,,,,,,,,,,,,,,None,
25377,25378,,,,,,,,,,,,,,,,None,
25378,25379, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
25379,25380,,,,,,,,,,,,,,,,None,
25380,25381,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25381,25382, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25382,25383,,,,,,,,,,,,,, Deepnote Notebooks ,,,
25383,25384,,,,,,,,,,,,,,,,None,
25384,25385,,Colab Notebooks,,,,,,,,,,,,,,,
25385,25386,,,,,,,,,,,,,,,,None,
25386,25387, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25387,25388, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25388,25389,,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
25389,25390, Kaggle Notebooks,,,,,,,,,,,,,,,,
25390,25391, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25391,25392,,,,,,,,,,,,,,,,None,
25392,25393,,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
25393,25394, Kaggle Notebooks,,,,,,,,,,,,,,,,
25394,25395, Kaggle Notebooks,,,,,,,,,,,,,,,,
25395,25396,,Colab Notebooks,,,,,,,,,,,,,,,
25396,25397,,Colab Notebooks,,,,,,,,,,,,,,,
25397,25398,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25398,25399,,,,, Binder / JupyterHub ,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
25399,25400, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25400,25401,,,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
25401,25402,,Colab Notebooks,,,,,,,,,,,,,,,
25402,25403, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25403,25404,,,,,,,,,,,,,,,,None,
25404,25405, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25405,25406,,,,,,,,,,,,,,,,None,
25406,25407, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25407,25408,,,,,,,,,,,,,,,,,Other
25408,25409, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25409,25410,,,,,,,,,,,,,,,,,
25410,25411,,,,,,,,,,,,,,,,None,
25411,25412,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25412,25413,,,,,,,,,,,,,,,,,
25413,25414,,,,,,,,,,,,,,,,None,
25414,25415,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25415,25416,,,,,,,,,,,,,,,,None,
25416,25417,,Colab Notebooks,,,,,,,,,,,, Deepnote Notebooks ,,,
25417,25418, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,,,,,,,
25418,25419,,Colab Notebooks,,,,,,,,,,,,,,,
25419,25420,,,,,,,,,,,,,,,,None,
25420,25421,,Colab Notebooks,,,,,,,,,,,,,,,
25421,25422, Kaggle Notebooks,,,,,,,,,,,,,,,,
25422,25423,,,,,,,,,,,,,,,,None,
25423,25424,,,,,,,,,,,,,,,,None,
25424,25425,,Colab Notebooks,,,,,,,,,,,,,,,
25425,25426, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25426,25427, Kaggle Notebooks,,,,,,,,,,,,,,,,
25427,25428,,,,,,,,,,,,,,,,None,
25428,25429,,,,,,,,,,,,,,,,None,
25429,25430, Kaggle Notebooks,,,,,,,,,,,,,,,,
25430,25431,,,,,,,,,,,Google Cloud Datalab,,,,,,
25431,25432, Kaggle Notebooks,,,,,,,,,,,,,,,,
25432,25433,,,Azure Notebooks,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
25433,25434,,,,,,,,,,,,,,,,None,
25434,25435,,,,,,,,,,,,,,,,None,
25435,25436,,,,,, Code Ocean ,,,,,,,,,,,
25436,25437,,,,,,,,,,,,,,,,None,
25437,25438, Kaggle Notebooks,,,,,,,,,,,,,,,,
25438,25439,,Colab Notebooks,,,,,,,,,,,,,,,
25439,25440,,,,,,,,,,,,,,,,None,
25440,25441, Kaggle Notebooks,,,,,,,,,,,,,,,,
25441,25442, Kaggle Notebooks,,,,,,,,,,,,,,,,
